record_id,state,county,municipality,jurisdiction_level,record_type,project_or_policy_name,technology,policy_mechanism,opposition_type,adopted_or_event_date_text,status,project_capacity_mw,project_area_acres,has_litigation,short_description,long_description,extraction_source_section,notes
REC-0471,WV,,,state,state_restriction,,wind,ban/prohibition,,2019-2020,in_force,,,,West Virginia passed a ban on new wind energy projects in 2019-2020.,"In 2019-2020, West Virginia enacted a state law prohibiting the construction of new utility-scale wind energy projects within the state. This ban was implemented to address local concerns and opposition from various stakeholders.",state_level_restrictions,
REC-0472,WV,Greenbrier County,,state,state_restriction,Senate Bill 583 of 2020 (S.B. 583),"wind, solar",,,2020,in_force,,,,"West Virginia passed Senate Bill 583 in 2020, which restricts utility-scale solar generation capacity.","Senate Bill 583 of 2020 (S.B. 583) limits utility-scale solar generation capacity by prohibiting any single facility from having a generating capacity greater than 200 MW and setting a cumulative limit of 400 MW for all facilities operating at any given time. It also imposes conditions on the expansion of solar facilities based on energy output sold to residential, commercial, or industrial customers.",state_level_restrictions,
REC-0473,WV,Greenbrier County,,local,contested_project,Beech Ridge Wind Farm,wind,,"local_residents, organized_group",2005-2009,pending,100,300,yes,"The Beech Ridge Wind Farm faced local opposition and legal challenges, including a lawsuit by the Animal Welfare Institute and Mountain Communities for Responsible Energy.","The Beech Ridge Wind Farm, a 100-MW wind project in Greenbrier County, was met with local opposition when proposed in 2005. Opponents included the Animal Welfare Institute and Mountain Communities for Responsible Energy. The project faced legal challenges before the Public Service Commission (PSC) and federal court. During the lawsuit, construction proceeded on only 40 out of 124 turbines until a decision was made. In 2009, a federal district court imposed severe restrictions on the project.",contested_projects,
REC-0474,WV,Grant County,,local,contested_project,Mount Storm Wind Project,wind,,litigation,2005-2007,in_force,264,,yes,"The Mount Storm Wind Project faced legal challenges from landowners in Grant County, leading to a Supreme Court reversal and eventual completion of the project.","In 2005, landowners in Grant County filed a nuisance lawsuit against Shell WindEnergy, Inc. and NedPower for their planned wind power project. The trial court dismissed the action, but the West Virginia Supreme Court reversed on appeal in June 2007, remanding the case back to the lower court. Despite legal challenges, the 264-MW Mount Storm Wind Project was completed in 2008.",contested_projects,
REC-0475,WV,Mason County,,local,contested_project,Tyr Energy Solar Project,solar,,"local_residents, organized_group",2010-2023,in_force,100,300,,"The Tyr Energy Solar Project faced local opposition over impacts to farmland, wildlife, and rural character.","Local opposition has arisen regarding the 100-MW Tyr Energy Solar Project in Mason County. Opposition focused on impacts to farmland, wildlife, and the local rural character of the county. Some residents put up signs reading “Stop Solar Farms.” The project was approved by the West Virginia Public Service Commission in December 2023.",contested_projects,
REC-0476,WI,Manitowoc County,,local,local_restriction,Beauful Hill Wind Farm Ordinance,wind,"setback, noise_limit",local_residents,2013,in_force,,,,Manitowoc County adopted a wind ordinance in 2013 that required developers to offer annual payments to non-participating landowners and set strict noise limits.,"In 2013, the Manitowoc County Board passed a wind ordinance that was as strict as they could possibly make it while complying with state law. The ordinance requires developers to offer annual payments to all nonparticipating landowners within 0.5 miles of a project, starting at $600 per year for one turbine and limits noise to 35 dBA.",local_restrictions,
REC-0477,WI,Marathon County,Cassel,local,local_restriction,Wind Energy Ordinance,wind,"noise_limit, setback",,2023-05-08,in_force,,,,Cassel adopted a wind energy ordinance in 2023 that limits noise to 35 dBA and requires large turbines to be set back the greater of 1 mile or 10 times turbine height.,"The Town of Cassel, Marathon County, adopted a wind energy ordinance in May 2023 that limits noise to 35 dBA at non-participating property lines and residences and requires large wind turbines to be set back the greater of 1 mile or 10 times turbine height from facility property lines.",local_restrictions,
REC-0478,WI,Marathon County,Cleveland,local,local_restriction,Wind Energy Ordinance,wind,"noise_limit, setback",,2023-06-06,in_force,,,,Cleveland adopted a wind energy ordinance in 2023 that limits noise to 35 dBA and requires large turbines to be set back the greater of 1 mile or 10 times turbine height.,"The Town of Cleveland, Marathon County, adopted a wind energy ordinance in June 2023 that limits noise to 35 dBA at non-participating property lines and residences and requires large wind turbines to be set back the greater of 1 mile or 10 times turbine height from facility property lines.",local_restrictions,
REC-0479,WI,Columbia County,Courtland,local,local_restriction,Solar Energy System Licensing Ordinance,solar,"setback, noise_limit",,2023-07-21,in_force,,,,Courtland adopted a solar energy system licensing ordinance in 2023 that requires setbacks and noise limits.,"The Town of Courtland, Columbia County, adopted a Solar Energy System Licensing Ordinance in July 2023 that requires solar inverters and any sound-producing equipment to be at least 500 feet from non-participating property lines and requires noise at property lines to be limited to 35 dB.",local_restrictions,
REC-0480,WI,Marathon County,Day,local,local_restriction,Wind Energy Ordinance,wind,"noise_limit, setback",,2023-05-10,in_force,,,,Day adopted a wind energy ordinance in 2023 that limits noise to 35 dBA and requires large turbines to be set back the greater of 1 mile or 10 times turbine height.,"The Town of Day, Marathon County, adopted a wind energy ordinance in May 2023 that limits noise to 35 dBA at non-participating property lines and residences and requires large wind turbines to be set back the greater of 1 mile or 10 times turbine height from facility property lines.",local_restrictions,
REC-0481,WI,Clark County,Green Grove,local,local_restriction,Wind Energy Ordinance,wind,"noise_limit, setback",,2023-05-09,in_force,,,,Green Grove adopted a wind energy ordinance in 2023 that limits noise to 35 dBA and requires large turbines to be set back the greater of 1 mile or 10 times turbine height.,"The Town of Green Grove, Clark County, adopted a wind energy ordinance in May 2023 that limits noise to 35 dBA at non-participating property lines and residences and requires large wind turbines to be set back the greater of 1 mile or 10 times turbine height from facility property lines.",local_restrictions,
REC-0482,WI,Marathon County,Green Valley,local,local_restriction,Wind Energy Ordinance,wind,"noise_limit, setback",,2023-09-12,in_force,,,,Green Valley adopted a wind energy ordinance in 2023 that limits noise to 35 dBA and requires large turbines to be set back the greater of 1 mile or 10 times turbine height.,"The Town of Green Valley, Marathon County, adopted a wind energy ordinance in September 2023 that limits noise to 35 dBA at non-participating property lines and residences and requires large wind turbines to be set back the greater of 1 mile or 10 times turbine height from facility property lines.",local_restrictions,
REC-0483,WI,Marathon County,Holton,local,local_restriction,Wind Energy Ordinance,wind,"noise_limit, setback",,2023-05-10,in_force,,,,Holton adopted a wind energy ordinance in 2023 that limits noise to 35 dBA and requires large turbines to be set back the greater of 1 mile or 10 times turbine height.,"The Town of Holton, Marathon County, adopted a wind energy ordinance in May 2023 that limits noise to 35 dBA at non-participating property lines and residences and requires large wind turbines to be set back the greater of 1 mile or 10 times turbine height from facility property lines.",local_restrictions,
